Index	Direction	Time Mark	Status	Name	ID	Format	Type	DLC	Data	
66	Send	19:50:09.012	Success		0x00000194	Data	Standard	0x08	00 00 00 01 00 00 00 00 	
67	Send	19:50:09.012	Success		0x00000204	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
68	Send	19:50:09.012	Success		0x00000348	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
69	Send	19:50:09.012	Success		0x00000353	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
70	Send	19:50:09.012	Success		0x000003AA	Data	Standard	0x08	3C 01 00 00 00 00 00 00 	
71	Send	19:50:09.012	Success		0x000003B0	Data	Standard	0x08	02 00 00 00 FF 00 00 00 	
72	Send	19:50:09.012	Success		0x0000046A	Data	Standard	0x08	00 00 00 00 21 40 08 80 	
73	Send	19:50:09.012	Success		0x000000C9	Data	Standard	0x08	0E 10 00 00 00 00 00 00 	
74	Receive	19:50:09.015			0x000002CC	Data	Standard	0x03	07 FF 1B 	
75	Send	19:50:09.106	Success		0x0000017D	Data	Standard	0x08	00 00 00 00 08 00 00 00 	
76	Send	19:50:09.106	Success		0x00000194	Data	Standard	0x08	00 00 00 01 00 00 00 00 	
77	Send	19:50:09.107	Success		0x00000204	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
78	Send	19:50:09.124	Success		0x00000348	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
79	Send	19:50:09.124	Success		0x00000353	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
80	Send	19:50:09.124	Success		0x000003AA	Data	Standard	0x08	46 01 00 00 00 00 00 00 	
81	Send	19:50:09.125	Success		0x000003B0	Data	Standard	0x08	02 00 00 00 FF 00 00 00 	
82	Send	19:50:09.125	Success		0x0000046A	Data	Standard	0x08	00 00 00 00 21 40 08 80 	
83	Send	19:50:09.125	Success		0x000000C9	Data	Standard	0x08	0E 74 00 00 00 00 00 00 	
84	Receive	19:50:09.127			0x000002CC	Data	Standard	0x03	07 FF 1C 	
85	Receive	19:50:09.127			0x000002CC	Data	Standard	0x03	07 FF 1D 	
86	Send	19:50:09.221	Success		0x0000017D	Data	Standard	0x08	00 00 00 00 08 00 00 00 	
87	Send	19:50:09.221	Success		0x00000194	Data	Standard	0x08	00 00 00 01 00 00 00 00 	
88	Send	19:50:09.221	Success		0x00000204	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
89	Send	19:50:09.222	Success		0x00000348	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
90	Send	19:50:09.222	Success		0x00000353	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
91	Send	19:50:09.223	Success		0x000003AA	Data	Standard	0x08	50 01 00 00 00 00 00 00 	
92	Send	19:50:09.223	Success		0x000003B0	Data	Standard	0x08	02 00 00 00 FF 00 00 00 	
93	Send	19:50:09.223	Success		0x0000046A	Data	Standard	0x08	00 00 00 00 21 40 08 80 	
94	Send	19:50:09.223	Success		0x000000C9	Data	Standard	0x08	0E D8 00 00 00 00 00 00 	
95	Receive	19:50:09.225			0x000002CC	Data	Standard	0x03	07 FF 1E 	
96	Receive	19:50:09.225			0x000002CC	Data	Standard	0x03	07 FF 1F 	
97	Send	19:50:09.316	Success		0x0000017D	Data	Standard	0x08	00 00 00 00 08 00 00 00 	
98	Send	19:50:09.316	Success		0x00000194	Data	Standard	0x08	00 00 00 01 00 00 00 00 	
99	Send	19:50:09.316	Success		0x00000204	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
100	Send	19:50:09.332	Success		0x00000348	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
101	Send	19:50:09.332	Success		0x00000353	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
102	Send	19:50:09.332	Success		0x000003AA	Data	Standard	0x08	5A 01 00 00 00 00 00 00 	
103	Send	19:50:09.332	Success		0x000003B0	Data	Standard	0x08	02 00 00 00 FF 00 00 00 	
104	Send	19:50:09.332	Success		0x0000046A	Data	Standard	0x08	00 00 00 00 21 40 08 80 	
105	Send	19:50:09.332	Success		0x000000C9	Data	Standard	0x08	0F 3C 00 00 00 00 00 00 	
106	Receive	19:50:09.334			0x000002CC	Data	Standard	0x03	07 FF 20 	
107	Send	19:50:09.428	Success		0x0000017D	Data	Standard	0x08	00 00 00 00 08 00 00 00 	
108	Send	19:50:09.428	Success		0x00000194	Data	Standard	0x08	00 00 00 01 00 00 00 00 	
109	Send	19:50:09.428	Success		0x00000204	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
110	Send	19:50:09.429	Success		0x00000348	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
111	Send	19:50:09.429	Success		0x00000353	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
112	Send	19:50:09.429	Success		0x000003AA	Data	Standard	0x08	00 01 00 00 00 00 00 00 	
113	Send	19:50:09.430	Success		0x000003B0	Data	Standard	0x08	02 00 00 00 FF 00 00 00 	
114	Send	19:50:09.430	Success		0x0000046A	Data	Standard	0x08	00 00 00 00 41 04 08 80 	
115	Send	19:50:09.430	Success		0x000000C9	Data	Standard	0x08	0F A0 00 00 00 00 00 00 	
116	Receive	19:50:09.432			0x000002CC	Data	Standard	0x03	07 FF 21 	
117	Receive	19:50:09.432			0x000002CC	Data	Standard	0x03	07 FF 22 	
118	Send	19:50:09.527	Success		0x0000017D	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
119	Send	19:50:09.527	Success		0x00000194	Data	Standard	0x08	00 00 00 01 00 00 00 00 	
120	Send	19:50:09.527	Success		0x00000204	Data	Standard	0x08	00 80 00 00 00 00 00 00 	
121	Send	19:50:09.528	Success		0x00000348	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
122	Send	19:50:09.528	Success		0x00000353	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
123	Send	19:50:09.528	Success		0x000003AA	Data	Standard	0x08	00 01 00 00 00 00 00 00 	
124	Send	19:50:09.529	Success		0x000003B0	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
125	Send	19:50:09.529	Success		0x0000046A	Data	Standard	0x08	00 00 00 00 41 04 08 80 	
126	Receive	19:50:09.531			0x000002CC	Data	Standard	0x03	07 FF 23 	
127	Receive	19:50:09.531			0x000002CC	Data	Standard	0x03	07 FF 24 	
