Index	Direction	Time Mark	Status	Name	ID	Format	Type	DLC	Data	
33	Send	19:49:44.805	Success		0x00000204	Data	Standard	0x08	00 20 00 00 00 00 00 00 	
34	Send	19:49:44.806	Success		0x00000348	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
35	Send	19:49:44.806	Success		0x00000353	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
36	Send	19:49:44.806	Success		0x000003AA	Data	Standard	0x08	1E 01 00 00 00 00 00 00 	
37	Send	19:49:44.807	Success		0x000003B0	Data	Standard	0x08	02 00 00 FF 00 00 00 00 	
38	Send	19:49:44.807	Success		0x0000046A	Data	Standard	0x08	00 00 00 00 21 40 08 80 	
39	Send	19:49:44.807	Success		0x000000C9	Data	Standard	0x08	0E 74 00 00 00 00 00 00 	
40	Receive	19:49:44.808			0x000002CC	Data	Standard	0x03	07 FF 5C 	
41	Send	19:49:44.808	Success		0x0000017D	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
42	Receive	19:49:44.810			0x000002CC	Data	Standard	0x03	07 FF 5D 	
43	Send	19:49:44.902	Success		0x00000194	Data	Standard	0x08	00 00 00 01 00 00 00 00 	
44	Send	19:49:44.902	Success		0x00000204	Data	Standard	0x08	00 20 00 00 00 00 00 00 	
45	Send	19:49:44.902	Success		0x00000348	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
46	Send	19:49:44.902	Success		0x00000353	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
47	Send	19:49:44.902	Success		0x000003AA	Data	Standard	0x08	28 01 00 00 00 00 00 00 	
48	Send	19:49:44.902	Success		0x000003B0	Data	Standard	0x08	02 00 00 FF 00 00 00 00 	
49	Send	19:49:44.903	Success		0x0000046A	Data	Standard	0x08	00 00 00 00 21 40 08 80 	
50	Send	19:49:44.903	Success		0x000000C9	Data	Standard	0x08	0E D8 00 00 00 00 00 00 	
51	Receive	19:49:44.905			0x000002CC	Data	Standard	0x03	07 FF 5E 	
52	Send	19:49:44.998	Success		0x0000017D	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
53	Send	19:49:44.998	Success		0x00000194	Data	Standard	0x08	00 00 00 01 00 00 00 00 	
54	Send	19:49:44.998	Success		0x00000204	Data	Standard	0x08	00 20 00 00 00 00 00 00 	
55	Send	19:49:44.998	Success		0x00000348	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
56	Send	19:49:44.998	Success		0x00000353	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
57	Send	19:49:44.998	Success		0x000003AA	Data	Standard	0x08	32 01 00 00 00 00 00 00 	
58	Send	19:49:44.998	Success		0x000003B0	Data	Standard	0x08	02 00 00 FF 00 00 00 00 	
59	Send	19:49:44.998	Success		0x0000046A	Data	Standard	0x08	00 00 00 00 21 40 08 80 	
60	Send	19:49:44.998	Success		0x000000C9	Data	Standard	0x08	0F 3C 00 00 00 00 00 00 	
61	Send	19:49:44.999	Success		0x0000017D	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
62	Send	19:49:44.999	Success		0x00000194	Data	Standard	0x08	00 00 00 01 00 00 00 00 	
63	Receive	19:49:45.001			0x000002CC	Data	Standard	0x03	07 FF 5F 	
64	Send	19:49:45.108	Success		0x00000204	Data	Standard	0x08	00 20 00 00 00 00 00 00 	
65	Send	19:49:45.108	Success		0x00000348	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
66	Send	19:49:45.108	Success		0x00000353	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
67	Send	19:49:45.109	Success		0x000003AA	Data	Standard	0x08	3C 01 00 00 00 00 00 00 	
68	Send	19:49:45.109	Success		0x000003B0	Data	Standard	0x08	02 00 00 FF 00 00 00 00 	
69	Send	19:49:45.109	Success		0x0000046A	Data	Standard	0x08	00 00 00 00 21 40 08 80 	
70	Send	19:49:45.110	Success		0x000000C9	Data	Standard	0x08	0F A0 00 00 00 00 00 00 	
71	Receive	19:49:45.112			0x000002CC	Data	Standard	0x03	07 FF 60 	
72	Receive	19:49:45.112			0x000002CC	Data	Standard	0x03	07 FF 61 	
73	Send	19:49:45.202	Success		0x0000017D	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
74	Send	19:49:45.202	Success		0x00000194	Data	Standard	0x08	00 00 00 01 00 00 00 00 	
75	Send	19:49:45.202	Success		0x00000204	Data	Standard	0x08	00 20 00 00 00 00 00 00 	
76	Send	19:49:45.202	Success		0x00000348	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
77	Send	19:49:45.202	Success		0x00000353	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
78	Send	19:49:45.202	Success		0x000003AA	Data	Standard	0x08	46 01 00 00 00 00 00 00 	
79	Send	19:49:45.203	Success		0x000003B0	Data	Standard	0x08	02 00 00 FF 00 00 00 00 	
80	Send	19:49:45.203	Success		0x0000046A	Data	Standard	0x08	00 00 00 00 21 40 08 80 	
81	Send	19:49:45.203	Success		0x000000C9	Data	Standard	0x08	10 04 00 00 00 00 00 00 	
82	Receive	19:49:45.204			0x000002CC	Data	Standard	0x03	07 FF 62 	
83	Send	19:49:45.316	Success		0x0000017D	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
84	Send	19:49:45.316	Success		0x00000194	Data	Standard	0x08	00 00 00 01 00 00 00 00 	
85	Send	19:49:45.316	Success		0x00000204	Data	Standard	0x08	00 20 00 00 00 00 00 00 	
86	Send	19:49:45.316	Success		0x00000348	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
87	Send	19:49:45.316	Success		0x00000353	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
88	Send	19:49:45.317	Success		0x000003AA	Data	Standard	0x08	50 01 00 00 00 00 00 00 	
89	Send	19:49:45.317	Success		0x000003B0	Data	Standard	0x08	02 00 00 FF 00 00 00 00 	
90	Send	19:49:45.317	Success		0x0000046A	Data	Standard	0x08	00 00 00 00 21 40 08 80 	
91	Send	19:49:45.317	Success		0x000000C9	Data	Standard	0x08	10 68 00 00 00 00 00 00 	
92	Receive	19:49:45.320			0x000002CC	Data	Standard	0x03	07 FF 63 	
93	Send	19:49:45.410	Success		0x0000017D	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
94	Send	19:49:45.410	Success		0x00000194	Data	Standard	0x08	00 00 00 01 00 00 00 00 	
95	Send	19:49:45.410	Success		0x00000204	Data	Standard	0x08	00 20 00 00 00 00 00 00 	
96	Send	19:49:45.411	Success		0x00000348	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
97	Send	19:49:45.411	Success		0x00000353	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
98	Send	19:49:45.411	Success		0x000003AA	Data	Standard	0x08	5A 01 00 00 00 00 00 00 	
99	Send	19:49:45.412	Success		0x000003B0	Data	Standard	0x08	02 00 00 FF 00 00 00 00 	
100	Send	19:49:45.412	Success		0x0000046A	Data	Standard	0x08	00 00 00 00 21 40 08 80 	
101	Send	19:49:45.412	Success		0x000000C9	Data	Standard	0x08	10 CC 00 00 00 00 00 00 	
102	Receive	19:49:45.414			0x000002CC	Data	Standard	0x03	07 FF 64 	
103	Receive	19:49:45.414			0x000002CC	Data	Standard	0x03	07 FF 00 	
104	Send	19:49:45.522	Success		0x0000017D	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
105	Send	19:49:45.522	Success		0x00000194	Data	Standard	0x08	00 00 00 01 00 00 00 00 	
106	Send	19:49:45.522	Success		0x00000204	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
107	Send	19:49:45.522	Success		0x00000348	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
108	Send	19:49:45.522	Success		0x00000353	Data	Standard	0x08	00 00 00 00 00 00 00 00 	
109	Send	19:49:45.522	Success		0x000003AA	Data	Standard	0x08	00 01 00 00 00 00 00 00 	
110	Send	19:49:45.523	Success		0x000003B0	Data	Standard	0x08	00 00 00 00 FF 00 00 00 	
111	Send	19:49:45.523	Success		0x0000046A	Data	Standard	0x08	00 00 00 00 21 40 08 80 	
112	Receive	19:49:45.524			0x000002CC	Data	Standard	0x03	07 FF 01 	
